
"* 통계표ID : DT_1IN1002"
"* 통계표명 : 인구, 가구 및 주택 - 읍면동"
"* 수록기간 : ( 5년 : 2010 ~ 2010 )"
"* 출처 : 통계청 조사관리국 인구총조사과"
"* 파일생성일자 : 2013/08/29 16:50:19"

[주석 정보]
"통계표","주1) 가구형태"
,"
       - 일반가구(가구구분 항목 ①~④, 일반가구 내 외국인도 포함)"
,"
         ? 가족으로 이루어진 가구"
,"
         ? 가족과 5인 이하의 남남이 함께 사는 가구"
,"
         ? 1인가구"
,"
         ? 가족이 아닌 남남끼리 함께 사는 5인 이하의 가구"
,"
       - 집단가구"
,"
         ? 비혈연 6인 이상 가구 : 가족이 아닌 남남끼리 함께 사는 6인 이상의 가구(가구구분 항목 ⑤)"
,"
         ? 집단시설가구 : 기숙사나 노인요양시설?보육원 등 사회시설에 집단으로 살고 있는 가구"
,"
       - 외국인가구 : 외국인으로만 구성된 가구"
,"
 주2) 주택이외의 거처에는 오피스텔, 호텔·여관 등 숙박업소의 객실, 기숙사 및 특수 사회시설, 판잣집·비닐하우스 등이 있음"
,"
 주3) 파주시 진동면(3120021)의 (인구/가구/주택)은 파주시 군내면(3120038)에 포함"

[분류/항목 정보]
분류코드,분류/항목명,분류값,분류값명,단위,가중치
"'A","행정구역별(읍면동)","'1121073","대학동",,
"'A","행정구역별(읍면동)","'1121078","은천동",,
"'A","행정구역별(읍면동)","'1121079","성현동",,
"'A","행정구역별(읍면동)","'1121080","청룡동",,
"'A","행정구역별(읍면동)","'1121081","난곡동",,
"'A","행정구역별(읍면동)","'1121082","삼성동",,
"'A","행정구역별(읍면동)","'1121083","미성동",,
"'A","행정구역별(읍면동)","'11220","서초구",,
"'A","행정구역별(읍면동)","'1122051","서초1동",,
"'A","행정구역별(읍면동)","'1122052","서초2동",,
"'A","행정구역별(읍면동)","'1122053","서초3동",,
"'A","행정구역별(읍면동)","'1122054","서초4동",,
"'A","행정구역별(읍면동)","'1122055","잠원동",,
"'A","행정구역별(읍면동)","'1122056","반포본동",,
"'A","행정구역별(읍면동)","'1122057","반포1동",,
"'A","행정구역별(읍면동)","'1122058","반포2동",,
"'A","행정구역별(읍면동)","'1122059","반포3동",,
"'A","행정구역별(읍면동)","'1122060","반포4동",,
"'A","행정구역별(읍면동)","'1122061","방배본동",,
"'A","행정구역별(읍면동)","'1122062","방배1동",,
"'A","행정구역별(읍면동)","'1122063","방배2동",,
"'A","행정구역별(읍면동)","'1122064","방배3동",,
"'A","행정구역별(읍면동)","'1122065","방배4동",,
"'A","행정구역별(읍면동)","'1122066","양재1동",,
"'A","행정구역별(읍면동)","'1122067","양재2동",,
"'A","행정구역별(읍면동)","'1122068","내곡동",,
"'A","행정구역별(읍면동)","'11230","강남구",,
"'A","행정구역별(읍면동)","'1123051","신사동",,
"'A","행정구역별(읍면동)","'1123052","논현1동",,
"'A","행정구역별(읍면동)","'1123053","논현2동",,
"'A","행정구역별(읍면동)","'1123058","삼성1동",,
"'A","행정구역별(읍면동)","'1123059","삼성2동",,
"'A","행정구역별(읍면동)","'1123060","대치1동",,
"'A","행정구역별(읍면동)","'1123063","대치4동",,
"'A","행정구역별(읍면동)","'1123064","역삼1동",,
"'A","행정구역별(읍면동)","'1123065","역삼2동",,
"'A","행정구역별(읍면동)","'1123066","도곡1동",,
"'A","행정구역별(읍면동)","'1123067","도곡2동",,
"'A","행정구역별(읍면동)","'1123068","개포1동",,
"'A","행정구역별(읍면동)","'1123071","개포4동",,
"'A","행정구역별(읍면동)","'1123072","일원본동",,
"'A","행정구역별(읍면동)","'1123073","일원1동",,
"'A","행정구역별(읍면동)","'1123074","일원2동",,
"'A","행정구역별(읍면동)","'1123075","수서동",,
"'A","행정구역별(읍면동)","'1123076","세곡동",,
"'A","행정구역별(읍면동)","'1123077","압구정동",,
"'A","행정구역별(읍면동)","'1123078","청담동",,
"'A","행정구역별(읍면동)","'1123079","대치2동",,
"'A","행정구역별(읍면동)","'1123080","개포2동",,
"'A","행정구역별(읍면동)","'11240","송파구",,
"'A","행정구역별(읍면동)","'1124051","풍납1동",,
"'A","행정구역별(읍면동)","'1124052","풍납2동",,
"'A","행정구역별(읍면동)","'1124053","거여1동",,
"'A","행정구역별(읍면동)","'1124054","거여2동",,
"'A","행정구역별(읍면동)","'1124055","마천1동",,
"'A","행정구역별(읍면동)","'1124056","마천2동",,
"'A","행정구역별(읍면동)","'1124057","방이1동",,
"'A","행정구역별(읍면동)","'1124058","방이2동",,
"'A","행정구역별(읍면동)","'1124059","오륜동",,
"'A","행정구역별(읍면동)","'1124060","오금동",,
"'A","행정구역별(읍면동)","'1124061","송파1동",,
"'A","행정구역별(읍면동)","'1124062","송파2동",,
"'A","행정구역별(읍면동)","'1124063","석촌동",,
"'A","행정구역별(읍면동)","'1124064","삼전동",,
"'A","행정구역별(읍면동)","'1124065","가락본동",,
"'A","행정구역별(읍면동)","'1124066","가락1동",,
"'A","행정구역별(읍면동)","'1124067","가락2동",,
"'A","행정구역별(읍면동)","'1124068","문정1동",,
"'A","행정구역별(읍면동)","'1124069","문정2동",,
"'A","행정구역별(읍면동)","'1124070","장지동",,
"'A","행정구역별(읍면동)","'1124071","잠실본동",,
"'A","행정구역별(읍면동)","'1124075","잠실4동",,
"'A","행정구역별(읍면동)","'1124077","잠실6동",,
"'A","행정구역별(읍면동)","'1124078","잠실7동",,
"'A","행정구역별(읍면동)","'1124079","잠실2동",,
"'A","행정구역별(읍면동)","'1124080","잠실3동",,
"'A","행정구역별(읍면동)","'11250","강동구",,
"'A","행정구역별(읍면동)","'1125051","강일동",,
"'A","행정구역별(읍면동)","'1125052","상일동",,
"'A","행정구역별(읍면동)","'1125053","명일1동",,
"'A","행정구역별(읍면동)","'1125054","명일2동",,
"'A","행정구역별(읍면동)","'1125055","고덕1동",,
"'A","행정구역별(읍면동)","'1125056","고덕2동",,
"'A","행정구역별(읍면동)","'1125058","암사2동",,
"'A","행정구역별(읍면동)","'1125059","암사3동",,
"'A","행정구역별(읍면동)","'1125061","천호1동",,
"'A","행정구역별(읍면동)","'1125063","천호3동",,
"'A","행정구역별(읍면동)","'1125065","성내1동",,
"'A","행정구역별(읍면동)","'1125066","성내2동",,
"'A","행정구역별(읍면동)","'1125067","성내3동",,
"'A","행정구역별(읍면동)","'1125070","둔촌1동",,
"'A","행정구역별(읍면동)","'1125071","둔촌2동",,
"'A","행정구역별(읍면동)","'1125072","암사1동",,
"'A","행정구역별(읍면동)","'1125073","천호2동",,
"'A","행정구역별(읍면동)","'1125074","길동",,
"'A","행정구역별(읍면동)","'21","부산광역시",,
"'A","행정구역별(읍면동)","'21003","동부",,
"'A","행정구역별(읍면동)","'21004","읍부",,
"'A","행정구역별(읍면동)","'21005","면부",,
"'A","행정구역별(읍면동)","'21010","중구",,
"'A","행정구역별(읍면동)","'2101051","중앙동",,
"'A","행정구역별(읍면동)","'2101052","동광동",,
"'A","행정구역별(읍면동)","'2101053","대청동",,
"'A","행정구역별(읍면동)","'2101054","보수동",,
"'A","행정구역별(읍면동)","'2101056","부평동",,
"'A","행정구역별(읍면동)","'2101057","광복동",,
"'A","행정구역별(읍면동)","'2101058","남포동",,
"'A","행정구역별(읍면동)","'2101059","영주1동",,
"'A","행정구역별(읍면동)","'2101060","영주2동",,
"'A","행정구역별(읍면동)","'21020","서구",,
"'A","행정구역별(읍면동)","'2102051","동대신1동",,
"'A","행정구역별(읍면동)","'2102052","동대신2동",,
"'A","행정구역별(읍면동)","'2102053","동대신3동",,
"'A","행정구역별(읍면동)","'2102054","서대신1동",,
"'A","행정구역별(읍면동)","'2102056","서대신3동",,
"'A","행정구역별(읍면동)","'2102057","서대신4동",,
"'A","행정구역별(읍면동)","'2102059","부민동",,
"'A","행정구역별(읍면동)","'2102061","아미동",,
"'A","행정구역별(읍면동)","'2102063","초장동",,
"'A","행정구역별(읍면동)","'2102064","충무동",,
"'A","행정구역별(읍면동)","'2102065","남부민1동",,
"'A","행정구역별(읍면동)","'2102068","암남동",,
"'A","행정구역별(읍면동)","'2102069","남부민2동",,
"'A","행정구역별(읍면동)","'21030","동구",,
"'A","행정구역별(읍면동)","'2103051","초량1동",,
"'A","행정구역별(읍면동)","'2103052","초량2동",,
"'A","행정구역별(읍면동)","'2103053","초량3동",,
"'A","행정구역별(읍면동)","'2103055","초량6동",,
"'A","행정구역별(읍면동)","'2103056","수정1동",,
"'A","행정구역별(읍면동)","'2103057","수정2동",,
"'A","행정구역별(읍면동)","'2103059","수정4동",,
"'A","행정구역별(읍면동)","'2103060","수정5동",,
"'A","행정구역별(읍면동)","'2103061","좌천1동",,
"'A","행정구역별(읍면동)","'2103064","좌천4동",,
"'A","행정구역별(읍면동)","'2103065","범일1동",,
"'A","행정구역별(읍면동)","'2103066","범일2동",,
"'A","행정구역별(읍면동)","'2103067","범일4동",,
"'A","행정구역별(읍면동)","'2103068","범일5동",,
"'A","행정구역별(읍면동)","'21040","영도구",,
"'A","행정구역별(읍면동)","'2104053","남항동",,
"'A","행정구역별(읍면동)","'2104054","영선1동",,
"'A","행정구역별(읍면동)","'2104055","영선2동",,
"'A","행정구역별(읍면동)","'2104059","봉래1동",,
"'A","행정구역별(읍면동)","'2104063","청학1동",,
"'A","행정구역별(읍면동)","'2104064","청학2동",,
"'A","행정구역별(읍면동)","'2104065","동삼1동",,
"'A","행정구역별(읍면동)","'2104066","동삼2동",,
"'A","행정구역별(읍면동)","'2104067","동삼3동",,
"'A","행정구역별(읍면동)","'2104068","신선동",,
"'A","행정구역별(읍면동)","'2104069","봉래2동",,
"'A","행정구역별(읍면동)","'21050","부산진구",,
"'A","행정구역별(읍면동)","'2105051","부전1동",,
"'A","행정구역별(읍면동)","'2105052","부전2동",,
"'A","행정구역별(읍면동)","'2105053","범전동",,
"'A","행정구역별(읍면동)","'2105054","연지동",,
"'A","행정구역별(읍면동)","'2105055","초읍동",,
"'A","행정구역별(읍면동)","'2105056","양정1동",,
"'A","행정구역별(읍면동)","'2105057","양정2동",,
"'A","행정구역별(읍면동)","'2105060","전포1동",,
"'A","행정구역별(읍면동)","'2105061","전포2동",,
"'A","행정구역별(읍면동)","'2105062","전포3동",,
"'A","행정구역별(읍면동)","'2105064","부암1동",,
"'A","행정구역별(읍면동)","'2105066","부암3동",,
"'A","행정구역별(읍면동)","'2105067","당감1동",,
"'A","행정구역별(읍면동)","'2105068","당감2동",,
"'A","행정구역별(읍면동)","'2105069","당감3동",,
"'A","행정구역별(읍면동)","'2105070","당감4동",,
"'A","행정구역별(읍면동)","'2105071","가야1동",,
"'A","행정구역별(읍면동)","'2105072","가야2동",,
"'A","행정구역별(읍면동)","'2105073","가야3동",,
"'A","행정구역별(읍면동)","'2105074","개금1동",,
"'A","행정구역별(읍면동)","'2105075","개금2동",,
"'A","행정구역별(읍면동)","'2105076","개금3동",,
"'A","행정구역별(읍면동)","'2105077","범천1동",,
"'A","행정구역별(읍면동)","'2105078","범천2동",,
"'A","행정구역별(읍면동)","'2105079","범천4동",,
"'A","행정구역별(읍면동)","'21060","동래구",,
"'A","행정구역별(읍면동)","'2106051","수민동",,
"'A","행정구역별(읍면동)","'2106052","복산동",,
"'A","행정구역별(읍면동)","'2106053","명륜1동",,
"'A","행정구역별(읍면동)","'2106054","명륜2동",,
"'A","행정구역별(읍면동)","'2106055","온천1동",,
"'A","행정구역별(읍면동)","'2106056","온천2동",,
"'A","행정구역별(읍면동)","'2106057","온천3동",,
"'A","행정구역별(읍면동)","'2106058","사직1동",,
"'A","행정구역별(읍면동)","'2106059","사직2동",,
"'A","행정구역별(읍면동)","'2106060","사직3동",,
"'A","행정구역별(읍면동)","'2106061","안락1동",,
"'A","행정구역별(읍면동)","'2106062","안락2동",,
"'A","행정구역별(읍면동)","'2106063","명장1동",,
"'A","행정구역별(읍면동)","'2106064","명장2동",,
"'A","행정구역별(읍면동)","'21070","남구",,
"'A","행정구역별(읍면동)","'2107051","대연1동",,
"'A","행정구역별(읍면동)","'2107052","대연2동",,
"'A","행정구역별(읍면동)","'2107053","대연3동",,
"'A","행정구역별(읍면동)","'2107054","대연4동",,
"'A","행정구역별(읍면동)","'2107055","대연5동",,
"'A","행정구역별(읍면동)","'2107056","대연6동",,
"'A","행정구역별(읍면동)","'2107057","용호1동",,
"'A","행정구역별(읍면동)","'2107058","용호2동",,
"'A","행정구역별(읍면동)","'2107059","용호3동",,
"'A","행정구역별(읍면동)","'2107060","용호4동",,
"'A","행정구역별(읍면동)","'2107061","용당동",,
"'A","행정구역별(읍면동)","'2107062","감만1동",,
"'A","행정구역별(읍면동)","'2107063","감만2동",,
"'A","행정구역별(읍면동)","'2107064","우암1동",,
"'A","행정구역별(읍면동)","'2107065","우암2동",,
"'A","행정구역별(읍면동)","'2107066","문현1동",,
"'A","행정구역별(읍면동)","'2107067","문현2동",,
"'A","행정구역별(읍면동)","'2107068","문현3동",,
"'A","행정구역별(읍면동)","'2107069","문현4동",,
"'A","행정구역별(읍면동)","'21080","북구",,
"'A","행정구역별(읍면동)","'2108051","구포1동",,
"'A","행정구역별(읍면동)","'2108052","구포2동",,
"'A","행정구역별(읍면동)","'2108053","구포3동",,
"'A","행정구역별(읍면동)","'2108054","금곡동",,
"'A","행정구역별(읍면동)","'2108055","화명1동",,
"'A","행정구역별(읍면동)","'2108056","덕천1동",,
"'A","행정구역별(읍면동)","'2108057","덕천2동",,
"'A","행정구역별(읍면동)","'2108058","덕천3동",,
"'A","행정구역별(읍면동)","'2108059","만덕1동",,
"'A","행정구역별(읍면동)","'2108060","만덕2동",,
"'A","행정구역별(읍면동)","'2108061","만덕3동",,
"'A","행정구역별(읍면동)","'2108062","화명2동",,
"'A","행정구역별(읍면동)","'2108063","화명3동",,
"'A","행정구역별(읍면동)","'21090","해운대구",,
"'A","행정구역별(읍면동)","'2109051","우1동",,
"'A","행정구역별(읍면동)","'2109052","우2동",,
"'A","행정구역별(읍면동)","'2109053","중1동",,
"'A","행정구역별(읍면동)","'2109054","중2동",,
"'A","행정구역별(읍면동)","'2109056","송정동",,
"'A","행정구역별(읍면동)","'2109058","반여2동",,
"'A","행정구역별(읍면동)","'2109059","반여3동",,
"'A","행정구역별(읍면동)","'2109061","반송1동",,
"'A","행정구역별(읍면동)","'2109062","반송2동",,
"'A","행정구역별(읍면동)","'2109063","반송3동",,
"'A","행정구역별(읍면동)","'2109064","재송1동",,
"'A","행정구역별(읍면동)","'2109065","재송2동",,
"'A","행정구역별(읍면동)","'2109066","좌1동",,
"'A","행정구역별(읍면동)","'2109067","좌2동",,
"'A","행정구역별(읍면동)","'2109068","좌3동",,
"'A","행정구역별(읍면동)","'2109069","좌4동",,
"'A","행정구역별(읍면동)","'2109070","반여1동",,
"'A","행정구역별(읍면동)","'2109071","반여4동",,
"'A","행정구역별(읍면동)","'21100","사하구",,
"'A","행정구역별(읍면동)","'2110051","괴정1동",,
"'A","행정구역별(읍면동)","'2110052","괴정2동",,
"'A","행정구역별(읍면동)","'2110053","괴정3동",,
"'A","행정구역별(읍면동)","'2110054","괴정4동",,
"'A","행정구역별(읍면동)","'2110055","당리동",,
"'A","행정구역별(읍면동)","'2110056","하단1동",,
"'A","행정구역별(읍면동)","'2110057","하단2동",,
"'A","행정구역별(읍면동)","'2110058","신평1동",,
"'A","행정구역별(읍면동)","'2110059","신평2동",,
"'A","행정구역별(읍면동)","'2110060","장림1동",,
"'A","행정구역별(읍면동)","'2110061","장림2동",,
"'A","행정구역별(읍면동)","'2110062","다대1동",,
"'A","행정구역별(읍면동)","'2110063","다대2동",,
"'A","행정구역별(읍면동)","'2110064","구평동",,
"'A","행정구역별(읍면동)","'2110065","감천1동",,
"'A","행정구역별(읍면동)","'2110066","감천2동",,
"'A","행정구역별(읍면동)","'21110","금정구",,
"'A","행정구역별(읍면동)","'2111051","서1동",,
"'A","행정구역별(읍면동)","'2111052","서2동",,
"'A","행정구역별(읍면동)","'2111055","금사동",,
"'A","행정구역별(읍면동)","'2111057","부곡1동",,
"'A","행정구역별(읍면동)","'2111058","부곡2동",,
"'A","행정구역별(읍면동)","'2111059","부곡3동",,
"'A","행정구역별(읍면동)","'2111060","부곡4동",,
"'A","행정구역별(읍면동)","'2111061","장전1동",,
"'A","행정구역별(읍면동)","'2111062","장전2동",,
"'A","행정구역별(읍면동)","'2111063","장전3동",,
"'A","행정구역별(읍면동)","'2111064","선두구동",,
"'A","행정구역별(읍면동)","'2111067","청룡노포동",,
"'A","행정구역별(읍면동)","'2111068","남산동",,
"'A","행정구역별(읍면동)","'2111069","구서1동",,
"'A","행정구역별(읍면동)","'2111070","구서2동",,
"'A","행정구역별(읍면동)","'2111071","금성동",,
"'A","행정구역별(읍면동)","'2111072","서3동",,
"'A","행정구역별(읍면동)","'21120","강서구",,
"'A","행정구역별(읍면동)","'2112051","대저1동",,
"'A","행정구역별(읍면동)","'2112052","대저2동",,
"'A","행정구역별(읍면동)","'2112053","강동동",,
"'A","행정구역별(읍면동)","'2112054","명지동",,
"'A","행정구역별(읍면동)","'2112055","가락동",,
"'A","행정구역별(읍면동)","'2112056","녹산동",,
"'A","행정구역별(읍면동)","'2112057","천가동",,
"'A","행정구역별(읍면동)","'21130","연제구",,
"'A","행정구역별(읍면동)","'2113051","거제1동",,
"'A","행정구역별(읍면동)","'2113052","거제2동",,
"'A","행정구역별(읍면동)","'2113053","거제3동",,
"'A","행정구역별(읍면동)","'2113054","거제4동",,
"'A","행정구역별(읍면동)","'2113055","연산1동",,
"'A","행정구역별(읍면동)","'2113056","연산2동",,
"'A","행정구역별(읍면동)","'2113057","연산3동",,
"'A","행정구역별(읍면동)","'2113058","연산4동",,
"'A","행정구역별(읍면동)","'2113059","연산5동",,
"'A","행정구역별(읍면동)","'2113060","연산6동",,
"'A","행정구역별(읍면동)","'2113062","연산8동",,
"'A","행정구역별(읍면동)","'2113063","연산9동",,
"'A","행정구역별(읍면동)","'21140","수영구",,
"'A","행정구역별(읍면동)","'2114051","남천1동",,
"'A","행정구역별(읍면동)","'2114052","남천2동",,
"'A","행정구역별(읍면동)","'2114053","수영동",,
"'A","행정구역별(읍면동)","'2114054","망미1동",,
"'A","행정구역별(읍면동)","'2114055","망미2동",,
"'A","행정구역별(읍면동)","'2114056","광안1동",,
"'A","행정구역별(읍면동)","'2114057","광안2동",,
"'A","행정구역별(읍면동)","'2114058","광안3동",,
"'A","행정구역별(읍면동)","'2114059","광안4동",,
"'A","행정구역별(읍면동)","'2114060","민락동",,
"'A","행정구역별(읍면동)","'21150","사상구",,
"'A","행정구역별(읍면동)","'2115051","삼락동",,
"'A","행정구역별(읍면동)","'2115052","모라1동",,
"'A","행정구역별(읍면동)","'2115054","모라3동",,
"'A","행정구역별(읍면동)","'2115055","덕포1동",,
"'A","행정구역별(읍면동)","'2115056","덕포2동",,
"'A","행정구역별(읍면동)","'2115057","괘법동",,
"'A","행정구역별(읍면동)","'2115060","주례1동",,
"'A","행정구역별(읍면동)","'2115061","주례2동",,
"'A","행정구역별(읍면동)","'2115062","주례3동",,
"'A","행정구역별(읍면동)","'2115063","학장동",,
"'A","행정구역별(읍면동)","'2115064","엄궁동",,
"'A","행정구역별(읍면동)","'2115065","감전동",,
"'A","행정구역별(읍면동)","'21310","기장군",,
"'A","행정구역별(읍면동)","'2131011","기장읍",,
"'A","행정구역별(읍면동)","'2131012","장안읍",,
"'A","행정구역별(읍면동)","'2131031","일광면",,
"'A","행정구역별(읍면동)","'2131032","정관면",,
"'A","행정구역별(읍면동)","'2131033","철마면",,
"'A","행정구역별(읍면동)","'22","대구광역시",,
"'A","행정구역별(읍면동)","'22003","동부",,
"'A","행정구역별(읍면동)","'22004","읍부",,
"'A","행정구역별(읍면동)","'22005","면부",,
"'A","행정구역별(읍면동)","'22010","중구",,
"'A","행정구역별(읍면동)","'2201051","동인1·2·4가동",,
"'A","행정구역별(읍면동)","'2201052","동인3가동",,
"'A","행정구역별(읍면동)","'2201054","삼덕동",,
"'A","행정구역별(읍면동)","'2201056","성내1동",,
"'A","행정구역별(읍면동)","'2201059","성내2동",,
"'A","행정구역별(읍면동)","'2201061","성내3동",,
"'A","행정구역별(읍면동)","'2201062","대신동",,
"'A","행정구역별(읍면동)","'2201064","남산1동",,
"'A","행정구역별(읍면동)","'2201065","남산2동",,
"'A","행정구역별(읍면동)","'2201066","남산3동",,
"'A","행정구역별(읍면동)","'2201067","남산4동",,
"'A","행정구역별(읍면동)","'2201068","대봉1동",,
"'A","행정구역별(읍면동)","'2201069","대봉2동",,
"'A","행정구역별(읍면동)","'22020","동구",,
"'A","행정구역별(읍면동)","'2202051","신암1동",,
"'A","행정구역별(읍면동)","'2202052","신암2동",,
"'A","행정구역별(읍면동)","'2202053","신암3동",,
"'A","행정구역별(읍면동)","'2202054","신암4동",,
"'A","행정구역별(읍면동)","'2202055","신암5동",,
"'A","행정구역별(읍면동)","'2202056","신천1·2동",,
"'A","행정구역별(읍면동)","'2202058","신천3동",,
"'A","행정구역별(읍면동)","'2202059","신천4동",,
"'A","행정구역별(읍면동)","'2202060","효목1동",,
"'A","행정구역별(읍면동)","'2202061","효목2동",,
"'A","행정구역별(읍면동)","'2202062","도평동",,
"'A","행정구역별(읍면동)","'2202063","불로·봉무동",,
"'A","행정구역별(읍면동)","'2202065","지저동",,
"'A","행정구역별(읍면동)","'2202066","동촌동",,
"'A","행정구역별(읍면동)","'2202068","방촌동",,
"'A","행정구역별(읍면동)","'2202069","해안동",,
"'A","행정구역별(읍면동)","'2202071","공산동",,
"'A","행정구역별(읍면동)","'2202073","안심1동",,
"'A","행정구역별(읍면동)","'2202074","안심2동",,
"'A","행정구역별(읍면동)","'2202075","안심3·4동",,
"'A","행정구역별(읍면동)","'22030","서구",,
"'A","행정구역별(읍면동)","'2203051","내당1동",,
"'A","행정구역별(읍면동)","'2203052","내당2·3동",,
"'A","행정구역별(읍면동)","'2203053","내당4동",,
"'A","행정구역별(읍면동)","'2203054","비산1동",,
"'A","행정구역별(읍면동)","'2203055","비산2·3동",,
"'A","행정구역별(읍면동)","'2203056","비산4동",,
"'A","행정구역별(읍면동)","'2203057","비산5동",,
"'A","행정구역별(읍면동)","'2203058","비산6동",,
"'A","행정구역별(읍면동)","'2203059","비산7동",,
"'A","행정구역별(읍면동)","'2203060","평리1동",,
"'A","행정구역별(읍면동)","'2203061","평리2동",,
"'A","행정구역별(읍면동)","'2203062","평리3동",,
"'A","행정구역별(읍면동)","'2203063","평리4동",,
"'A","행정구역별(읍면동)","'2203064","평리5동",,
"'A","행정구역별(읍면동)","'2203065","평리6동",,
"'A","행정구역별(읍면동)","'2203066","상중이동",,
"'A","행정구역별(읍면동)","'2203068","원대동",,
"'A","행정구역별(읍면동)","'22040","남구",,
"'A","행정구역별(읍면동)","'2204051","이천동",,
"'A","행정구역별(읍면동)","'2204053","봉덕1동",,
"'A","행정구역별(읍면동)","'2204054","봉덕2동",,
"'A","행정구역별(읍면동)","'2204055","봉덕3동",,
"'A","행정구역별(읍면동)","'2204056","대명1동",,
"'A","행정구역별(읍면동)","'2204057","대명2동",,
